Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07105800,"FOUNTAIN CREEK AT SECURITY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030305,,,38.729444,-104.733333,NAD83,38.729444,-104.733333,NAD83,,165f8479-41e1-4fe1-a103-c5da7c34f194,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2023-02-09,13:00:00,MST,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Lead,"Lead, water, filtered",7439-92-1,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,523a01c5-da6e-4e10-b436-01fe6121d3a9,0.154,ug/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Detection limit by blank data,0.02,ug/L,Quantitation limit value of the specified type,,,,,,PLM43,USDOI/USGS,"Metals, wf, ICP-MS",,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-mass spectrometry; CITATION(S): Faires, L.M., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of metals in water by inductively coupled plasma-mass spectrometry: U.S. Geological Survey Open-File Report 92-634, 28 p. | USGS | I-2477-92",,,,"USGS-National Water Quality Lab, Denver, CO",2023-03-30,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-20,01049,
USGS,U.S. Geological Survey,"[""USGS"",""000032900""]",,,,,,USGS-06734900,"OLYMPUS TUNNEL AT LAKE ESTES, CO.",Stream,,Colorado,United States of America,Larimer County,US,CO,,10190006,101900060207,,,40.3738555555556,-105.473813888889,NAD83,40.3738555555556,-105.473813888889,NAD83,,d81427ef-5ad7-4d13-8b81-4ba3d5eb8b8e,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2023-07-11,10:45:00,MDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, Teflon bottle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Lead,"Lead, water, unfiltered, recoverable",7439-92-1,,Unfiltered,,,,,,,,,,,,,,,,,,,31ced1c8-401c-41e0-b37a-5f42262aa913,,,,Accepted,,,Actual,,,,,,,,,,10x Dilution,Censoring Level,0.900,ug/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Laboratory Reporting Level,0.9,ug/L,Quantitation limit value of the specified type,,,,,,PLM66,USDOI/USGS,"Metals, wu,ICP-MS(200.8: CO WSC)",,"DESCRIPTION: Metals, water, unfiltered, inductively coupled plasma-mass spectrometry (EPA 200.8; Colorado WSC); CITATION(S): USEPA | 200.8",,,,"Huffman-Hazen Laboratories, Golden, CO",2023-08-28,,,,,,[d - sample was diluted],,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-21,01051,
USGS,U.S. Geological Survey,"[""USGS"",""UT21MOAB""]",,,,,,USGS-09379500,"SAN JUAN RIVER NEAR BLUFF, UT",Stream,,Utah,United States of America,San Juan County,US,UT,,14080205,140802050406,,,37.1506777777778,-109.866688888889,NAD83,37.1506777777778,-109.866688888889,NAD83,,2c5cc584-1b4f-407d-9954-d366d6c3657a,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2021-07-22,09:15:00,MDT,,,,,,,,,,,,20,USDOI/USGS,EDI,,Depth-integrated: Equal-discharge-increment (EDI),"US DH-95, plastic bottle",,,,,,,,,,,,,Falling stage,Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,791d00e8-a200-4a63-a7b1-199cf88c7313,8.1,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""24829QE10""]",,,,,,USGS-01631000,"S F SHENANDOAH RIVER AT FRONT ROYAL, VA",Stream,,Virginia,United States of America,Warren County,US,VA,,02070005,020700051004,,,38.9140005900266,-78.2108338816366,NAD83,38.9140005900266,-78.2108338816366,NAD83,,345b7ed0-daaa-49e8-8920-0aab7c8830e3,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2019-07-18,11:30:00,EDT,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,"US WBH-96, weighted bottle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Turbidity,"Turbidity (nephelometry), monochrome near-infrared (NIR) light-emitting diode (LED) light source (780 nanometers to 900 nanometers), detection angle 87.5 degrees to 92.5 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,523a1811-e15d-4f52-95eb-2e1fef73d257,2.7,FNU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS213,USDOI/USGS,"YSI EXO turbidity sensor, FNU",,"DESCRIPTION: YSI Environmental, EXO turbidity sensor, FNU; CITATION(S): ISO | 7027",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63680,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRM4600""]",,,,,,USGS-02175000,"EDISTO RIVER NR GIVHANS, SC",Stream,,South Carolina,United States of America,Dorchester County,US,SC,,03050206,,,,33.0279464549392,-80.3914876210054,NAD83,33.0279464549392,-80.3914876210054,NAD83,,4ae51465-70e8-4a7c-9c62-c2452092174a,,Sample-Routine,Water,Surface water,,,,,MM-38967A,,,,,,,,,,,,2014-04-24,10:00:00,EST,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-95, Teflon bottle",,,,,,,,,,,,,Rising stage,Routine sample,,,,,,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,932bc65d-4459-4fbd-a2bb-08e4b221bfa8,4.7,NTRU,,Accepted,,,Estimated,,,,,,,,,,,,,,,Lower Reporting Limit,2.0,NTRU,Quantitation limit value of the specified type,,,,,,TS098,USDOI/USGS,"HACH, sensor model 2100 AN, R-On",,"DESCRIPTION: HACH, sensor model 2100 AN (Ratio ON), NTRU; CITATION(S): USEPA | 180.1 |<--->| Standard methods for the examination of water and wastewater | STDMETH | 2130 B |<--->| Hach Company, 2014, 2100AN Laboratory Turbidimeter user manual, 11/2014, edition 6, Loveland, Colorado, Hach Company | HACH ",,,,"USGS-National Water Quality Lab, Denver, CO",2014-05-02,,,,,,[b - value extrapolated at low end],,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,63676,
USGS,U.S. Geological Survey,"[""USGS"",""WY00300""]",,,,,,USGS-09224700,"BLACKS FORK NEAR LITTLE AMERICA, WY",Stream,,Wyoming,United States of America,Sweetwater County,US,WY,,14040107,140401071005,,,41.5460425047848,-109.693510206512,NAD83,41.5460425047848,-109.693510206512,NAD83,,ea2c561b-ad66-4d47-866e-068266be8967,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2011-09-13,09:20:00,MDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,54cc6361-9929-49ca-ba9e-0b376f15e971,7.7,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,MEMBR,USDOI/USGS,"Diss oxygen, membrane electrode",,"DESCRIPTION: Dissolved Oxygen, Amperometric (Membrane Electrode Method); CITATION(S): Standard methods for the examination of water and wastewater | STDMETH | 4500-O G",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-20,00300,
USGS,U.S. Geological Survey,"[""USGS"",""00EHU0000""]",,,,,,USGS-01487150,"BUCKS BRANCH NEAR ATLANTA, DE",Stream,,Delaware,United States of America,Sussex County,US,DE,,02080109,020801090405,,,38.6914722222222,-75.6348888888889,NAD83,38.6914722222222,-75.6348888888889,NAD83,,d8c21391-f760-4495-9d36-a0498cac54f8,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2014-03-10,10:00:00,EST,,,,,,,,,,,,15,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)","US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,791d0875-2039-4d26-9df1-749e00eae2b9,6.1,standard units,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""MOR003CS""]",,,,,,USGS-412126095565201,"Missouri River at NP Dodge Park at Omaha, Nebr.",Stream,,Nebraska,United States of America,Douglas County,US,NE,,10230006,102300060505,,,41.3574722222222,-95.9477777777778,NAD83,41.3574722222222,-95.9477777777778,NAD83,,cb73d55f-383a-42c1-9a92-efd2630251b6,,Sample-Routine,Water,Surface water,,,,"USGS Nebraska WSC Water-Quality Lab, Lincoln, NE",,,,,,,,,,,,,2019-04-17,09:03:00,CDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,Turbidity,"Turbidity (nephelometry), monochrome near-infrared (NIR) light-emitting diode (LED) light source (780 nanometers to 900 nanometers), detection angle 87.5 degrees to 92.5 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,54cc660c-e3af-43c1-bdca-5ab4cc61403e,56,FNU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS213,USDOI/USGS,"YSI EXO turbidity sensor, FNU",,"DESCRIPTION: YSI Environmental, EXO turbidity sensor, FNU; CITATION(S): ISO | 7027",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63680,
USGS,U.S. Geological Survey,"[""USGS"",""009J2GS00""]",,,,,,USGS-12413290,"GOVERNMENT GULCH CRK NR MOUTH AT SMELTERVILLE, ID",Stream,,Idaho,United States of America,Shoshone County,US,ID,,17010302,170103020303,,,47.5438055555556,-116.166805555556,NAD83,47.5438055555556,-116.166805555556,NAD83,,7f928108-8c99-4387-9caa-ca826c54f5e0,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2015-10-07,12:55:00,PDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),Open-mouth bottle,,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,Lead,"Lead, water, filtered",7439-92-1,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,791d0d7e-1159-4528-b56c-7b1081162cb0,3.93,ug/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Detection limit by DQCALC,0.04,ug/L,Quantitation limit value of the specified type,,,,,,PLM43,USDOI/USGS,"Metals, wf, ICP-MS",,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-mass spectrometry; CITATION(S): Faires, L.M., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of metals in water by inductively coupled plasma-mass spectrometry: U.S. Geological Survey Open-File Report 92-634, 28 p. | USGS | I-2477-92",,,,"USGS-National Water Quality Lab, Denver, CO",2015-10-29,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-21,01049,
USGS,U.S. Geological Survey,"[""USGS"",""247600309""]",,,,,,USGS-01516350,"Tioga River near Mansfield, PA",Stream,,Pennsylvania,United States of America,Tioga County,US,PA,,02050104,020501040907,,,41.7970182998117,-77.080245736259,NAD83,41.7970182998117,-77.080245736259,NAD83,,7ff779c8-f0c4-42c4-a556-ffb223a30ee8,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-11-30,12:15:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Temperature,"Temperature, sensor",,,,,,,,,,,,,,,,,,,,,,31ceea05-329c-4157-86da-ffb44bf4bcfb,19.89,deg C,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,,,,,,,,,USGS,,Information,Federal/US Government,2026-07-21,72176,
USGS,U.S. Geological Survey,"[""USGS"",""EsopusSed""]",,,,,,USGS-01362370,STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY,Stream,,New York,United States of America,Ulster County,US,NY,,02020006,020200060903,,,42.1020277777778,-74.3108888888889,NAD83,42.1020277777778,-74.3108888888889,NAD83,,7c3d80c1-278d-4186-8fe9-909a0c802665,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2011-10-25,10:00:00,EST,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,31ceef9c-2b1f-4eaf-91bc-14f92f9ce201,71,NTRU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS098,USDOI/USGS,"HACH, sensor model 2100 AN, R-On",,"DESCRIPTION: HACH, sensor model 2100 AN (Ratio ON), NTRU; CITATION(S): USEPA | 180.1 |<--->| Standard methods for the examination of water and wastewater | STDMETH | 2130 B |<--->| Hach Company, 2014, 2100AN Laboratory Turbidimeter user manual, 11/2014, edition 6, Loveland, Colorado, Hach Company | HACH ",,,,"USGS-NY WSC Low Ionic Strength Lab,Troy(formerly Albany)",,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,63676,
USGS,U.S. Geological Survey,"[""USGS"",""00ZMM1900""]",,,,,,USGS-331902096282201,"Sister Grove Ck at CR 476 Valdasta, TX",Stream,,Texas,United States of America,Collin County,US,TX,,12030106,120301060302,,,33.3173611111111,-96.4728611111111,NAD83,33.3173611111111,-96.4728611111111,NAD83,,798d0a5a-3cdd-439b-acb3-a2e320f73be3,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-05-21,13:50:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,791d1a2e-2162-43fe-a494-c1eb5d2f9dd6,7.7,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""000020000""]",,,,,,USGS-02354800,"ICHAWAYNOCHAWAY CREEK NEAR ELMODEL, GA",Stream,,Georgia,United States of America,Baker County,US,GA,,03130009,,,,31.2936666666667,-84.4885555555555,NAD83,31.2936666666667,-84.4885555555555,NAD83,,6aa1241a-99fc-4e76-875c-3b673fb64ccb,,Sample-Routine,Water,Surface water,,,,USGS - Georgia Water Science Center,,,,,,,,,,,,,2011-07-23,08:03:00,EST,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),,,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,31cef308-a2da-46d3-82a3-b1385dbca66f,7.3,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,USGS - Georgia Water Science Center,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003,110200030407,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,fb565e75-5af5-4eb7-a86a-41e812b6ad12,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2016-01-11,11:00:00,MST,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Lead,"Lead, water, filtered",7439-92-1,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,31cef546-2b32-4884-ab2e-d39d05bae86e,0.078,ug/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Detection limit by DQCALC,0.04,ug/L,Quantitation limit value of the specified type,,,,,,PLM43,USDOI/USGS,"Metals, wf, ICP-MS",,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-mass spectrometry; CITATION(S): Faires, L.M., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of metals in water by inductively coupled plasma-mass spectrometry: U.S. Geological Survey Open-File Report 92-634, 28 p. | USGS | I-2477-92",,,,"USGS-National Water Quality Lab, Denver, CO",2016-01-21,,,,,,[n - below the reporting level but at or above the detection level],,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-21,01049,
USGS,U.S. Geological Survey,"[""USGS"",""247600309""]",,,,,,USGS-01553150,"White Deer Creek at White Deer, PA",Stream,,Pennsylvania,United States of America,Union County,US,PA,,02050206,020502061201,,,41.0748057198099,-76.872463556242,NAD83,41.0748057198099,-76.872463556242,NAD83,,6ab0461a-819b-4fc1-a1be-a1cfd8e9d2e9,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2013-01-10,10:00:00,EST,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Lead,"Lead, water, filtered",7439-92-1,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,54cc8ad8-57f5-44d7-a797-3400a9c26474,,,,Provisional,,,Actual,,,,,,,,,,,Censoring Level,1,ug/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-20,01049,
USGS,U.S. Geological Survey,"[""USGS"",""CFLT""]",,,,,,USGS-12334550,Clark Fork at Turah Bridge nr Bonner MT,Stream,,Montana,United States of America,Missoula County,US,MT,,17010202,170102021405,,,46.8259111111111,-113.814030555556,NAD83,46.8259111111111,-113.814030555556,NAD83,,1d8b832b-df29-4e1a-a6db-de428d1c9277,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"L-1520033 Received May 31, 2017",,,,,,,,,,,,2017-05-24,09:45:00,MDT,,,,,,,,,,,,20,USDOI/USGS,EDI,,Depth-integrated: Equal-discharge-increment (EDI),"US D-95, plastic bottle",,,,,,,,,,,,,Rising stage,Routine sample,,,,,,Lead,"Lead, water, filtered",7439-92-1,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,523a37d5-3723-4456-94a3-d4b534371c2d,0.174,ug/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Detection limit by blank data,0.02,ug/L,Quantitation limit value of the specified type,,,,,,PLM43,USDOI/USGS,"Metals, wf, ICP-MS",,"DESCRIPTION: Metals, filtered water, Inductively coupled plasma-mass spectrometry; CITATION(S): Faires, L.M., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of metals in water by inductively coupled plasma-mass spectrometry: U.S. Geological Survey Open-File Report 92-634, 28 p. | USGS | I-2477-92",,,,"USGS-National Water Quality Lab, Denver, CO",2017-09-20,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-20,01049,
