OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2012-09-12-Cond,Field Msr/Obs,Water,,2012-09-12,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 015,AKDECAKMAP,YSI 556 MPS,Water Quality samples taken with a YSI data logger model 556 Multi Probe sensor,Probe/Sensor,STORET-906332489,,,Conductivity,,80.2,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-03T15:38:23,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYXY1A:20120705:13302:FM:PS,Field Msr/Obs,Water,,2012-07-05,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903175218,,,pH,,8.1,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:14:36,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-10-13-Cond,Field Msr/Obs,Water,,2012-10-13,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 015,AKDECAKMAP,YSI 556 MPS,Water Quality samples taken with a YSI data logger model 556 Multi Probe sensor,Probe/Sensor,STORET-906332464,,,Conductivity,,86,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-03T15:38:23,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-04-23-Turbidity,Sample-Routine,Water,,2012-04-23,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906333281,,,Turbidity,,0.85,NTU,,Final,,Actual,,,,,,,,,,analytical method not provided; cited common method,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,,https://www.nemi.gov/methods/method_summary/5217/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-04-23-Turbidity/results/906333281/resdetectqntlmts,Method Detection Level,40,NTU,,2021-08-03T15:38:41,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2012-10-13-pH,Field Msr/Obs,Water,,2012-10-13,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 015,AKDECAKMAP,YSI 556 MPS,Water Quality samples taken with a YSI data logger model 556 Multi Probe sensor,Probe/Sensor,STORET-906332528,,,pH,,7.16,None,,Final,,Actual,,,,,,,,,,units: pH units,,,,,,,,,,,,,,,,,,,,,,,2021-08-03T15:38:24,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2012-06-03-Alk,Sample-Routine,Water,,2012-06-03,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332697,Present Below Quantification Limit,as CaCO3,"Alkalinity, total",,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided, reported value = 0.25",,,,,,,,,,AKMAP 005,AKDECAKMAP,Advanced Monitoring Intiative - Unknown Analytical Method,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2012-06-03-Alk/results/906332697/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2021-08-03T15:38:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-06-22-Ca,Sample-Routine,Water,,2012-06-22,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321640,,,Calcium,Total,19,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-06-22-Ca/results/906321640/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:46,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-09-29-pH,Field Msr/Obs,Water,,2012-09-29,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 015,AKDECAKMAP,YSI 556 MPS,Water Quality samples taken with a YSI data logger model 556 Multi Probe sensor,Probe/Sensor,STORET-906332599,,,pH,,7.61,None,,Final,,Actual,,,,,,,,,,units: pH units,,,,,,,,,,,,,,,,,,,,,,,2021-08-03T15:38:26,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1208061231.000S,Sample-Routine,Water,Surface Water,2012-08-06,12:31:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200",,,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558082398,,,Volatile suspended solids,Total,13,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,160.4,USEPA,Volatile Residue,,https://www.nemi.gov/methods/method_summary/5215/,MN00918,1901-01-01,,,,,,,2016-06-06T10:42:08,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2012-9-14,Field Msr/Obs,Water,,2012-09-14,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410870257,,,Dissolved oxygen (DO),,0.02,mg/L,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-14,,,,,,,2015-03-13T10:08:29,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-12-13,Field Msr/Obs,Water,,2012-12-13,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183857,,,pH,,0.01,None,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-13,,,,,,,2015-03-20T10:17:28,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-6-18,Field Msr/Obs,Water,,2012-06-18,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183620,,,pH,,8.15,None,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-18,,,,,,,2015-03-20T10:17:27,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20120815:13625:LD:WB,Quality Control Sample-Lab Duplicate,Water,,2012-08-15,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-909659992,,,Sodium,Dissolved,1132,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20120815%3A13625%3ALD%3AWB/results/909659992/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-17T20:00:47,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-10-13-Na,Sample-Routine,Water,,2012-10-13,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327874,,,Sodium,Dissolved,0.605,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-10-13-Na/results/906327874/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:16,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2012-5-25,Field Msr/Obs,Water,,2012-05-25,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869415,,,pH,,0.01,None,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-25,,,,,,,2015-03-13T10:08:18,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-11-20,Field Msr/Obs,Water,,2012-11-20,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183830,,,Turbidity,,0.05,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-20,,,,,,,2015-03-20T10:17:28,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-13233:20120627:YUYDA1A:SR:WB,Sample-Routine,Water,,2012-06-27,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906964118,,,Specific UV Absorbance at 254 nm,Dissolved,343.145812327097,L/mg-cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,"UV absorbance, 254 nm",YRITWC,"UV absorbance, 254 nm",,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-13233%3A20120627%3AYUYDA1A%3ASR%3AWB/results/906964118/resdetectqntlmts,Lower Quantitation Limit,.005,units/cm,,2021-08-09T20:09:02,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2012-7-16,Field Msr/Obs,Water,,2012-07-16,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869473,,,Turbidity,,0.98,NTU,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-16,,,,,,,2015-03-13T10:08:19,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-3-19,Field Msr/Obs,Water,,2012-03-19,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183476,,,Turbidity,,0.30,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-19,,,,,,,2015-03-20T10:17:26,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-04-03-Na,Sample-Routine,Water,,2012-04-03,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327854,,,Sodium,Dissolved,2.38,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-04-03-Na/results/906327854/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:15,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-02-09-TSS,Sample-Routine,Water,,2012-02-09,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332092,Present Below Quantification Limit,,Total suspended solids,Suspended,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided; cited common method, reported value = 2",,,,,,,,,,160.2_M,USEPA,160.2 M ~ Total Suspended Solids,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-02-09-TSS/results/906332092/resdetectqntlmts,Method Detection Level,4,mg/L,,2021-08-03T15:38:14,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-5-15,Field Msr/Obs,Water,,2012-05-15,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183551,,,Dissolved oxygen (DO),,12.67,mg/L,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-15,,,,,,,2015-03-20T10:17:26,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1207231229.000F,Field Msr/Obs,Water,Surface Water,2012-07-23,12:29:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200",,,,,49.0027110000,-97.2221580000,,,,,,STORET-254280445,,,Specific conductance,Total,805,uS/cm,,Final,,Actual,,,,,,,,,,"Lab remark:  YSI Sond ID: 07C16577AA, YSI Handpad ID: 07C1467AB",,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2012-07-23,,,,,,,2013-08-12T19:51:21,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2012-10-28-Ca,Sample-Routine,Water,,2012-10-28,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321738,,,Calcium,Dissolved,20.8,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2012-10-28-Ca/results/906321738/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:48,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2012-9-27,Field Msr/Obs,Water,,2012-09-27,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869722,,,Dissolved oxygen (DO),,95.76,%,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-27,,,,,,,2015-03-13T10:08:24,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-06-19-Turbidity,Sample-Routine,Water,,2012-06-19,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906333284,,,Turbidity,,16,NTU,,Final,,Actual,,,,,,,,,,analytical method not provided; cited common method,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,,https://www.nemi.gov/methods/method_summary/5217/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-06-19-Turbidity/results/906333284/resdetectqntlmts,Method Detection Level,40,NTU,,2021-08-03T15:38:41,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2012-12-25-Alk,Sample-Routine,Water,,2012-12-25,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332715,Present Below Quantification Limit,as CaCO3,"Alkalinity, total",,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided, reported value = 0.25",,,,,,,,,,AKMAP 005,AKDECAKMAP,Advanced Monitoring Intiative - Unknown Analytical Method,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2012-12-25-Alk/results/906332715/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2021-08-03T15:38:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-06-28-Ortho-P,Sample-Routine,Water,,2012-06-28,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906333247,Present Below Quantification Limit,as P,Orthophosphate,Total,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided; cited common method, reported value = 0.0005",,,,,,,,,,365.5,USEPA,Orthophosphate in Water by Colorimetry,,https://www.nemi.gov/methods/method_summary/7231/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-06-28-Ortho-P/results/906333247/resdetectqntlmts,Method Detection Level,0.005,mg/L,,2021-08-03T15:38:40,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2012-09-29-Alk,Sample-Routine,Water,,2012-09-29,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332703,Present Below Quantification Limit,as CaCO3,"Alkalinity, total",,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided, reported value = 0.25",,,,,,,,,,AKMAP 005,AKDECAKMAP,Advanced Monitoring Intiative - Unknown Analytical Method,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2012-09-29-Alk/results/906332703/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2021-08-03T15:38:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-11-10-K,Sample-Routine,Water,,2012-11-10,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906326354,,,Potassium,Dissolved,0.985,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-11-10-K/results/906326354/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:36:57,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-13335:20120717:YUYDA1A:SR:WB,Sample-Routine,Water,,2012-07-17,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906964156,Not Reported,,"pH, lab***retired***use pH",Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1586-85,USDOI/USGS,pH of Water Samples by Ion Selective Electrode,,https://www.nemi.gov/methods/method_summary/8925/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-13335%3A20120717%3AYUYDA1A%3ASR%3AWB/results/906964156/resdetectqntlmts,Lower Quantitation Limit,none,mg/L,,2021-08-09T20:09:02,STORET
